CARD_ID,CARD_NAME,카드사,카테고리,카테고리,소분류,실적구간,1회당 할인율,월 할인한도(할인금액기준)
730,현대카드Z family,현대카드,온라인,온라인,네이버쇼핑,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,쿠팡,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,G마켓,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,옥션,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,위메프,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,11번가,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,SSG.COM,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,현대Hmall,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,GS SHOP,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,티몬,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,CJMALL,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,인터파크,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,마켓컬리,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,롯데ON,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,온라인,네이버쇼핑,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,쿠팡,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,G마켓,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,옥션,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,위메프,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,11번가,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,SSG.COM,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,현대Hmall,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,GS SHOP,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,티몬,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,CJMALL,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,인터파크,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,마켓컬리,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,온라인,롯데ON,2구간(80~),10%,8000
,,,,,,,,
730,현대카드Z family,현대카드,쇼핑,대형마트,이마트,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,쇼핑,대형마트,홈플러스,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,쇼핑,대형마트,롯데마트,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,쇼핑,대형마트,이마트,2구간(80~),10%,8000
730,현대카드Z family,현대카드,쇼핑,대형마트,홈플러스,2구간(80~),10%,8000
730,현대카드Z family,현대카드,쇼핑,대형마트,롯데마트,2구간(80~),10%,8000
,,,,,,,,
730,현대카드Z family,현대카드,온라인,배달,배달의민족,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,배달,요기요,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,배달,쿠팡이츠,1구간(40~80),10%,5000
730,현대카드Z family,현대카드,온라인,배달,배달의민족,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,배달,요기요,2구간(80~),10%,8000
730,현대카드Z family,현대카드,온라인,배달,쿠팡이츠,2구간(80~),10%,8000
730,현대카드Z family,현대카드,생활,주유소,GS칼텍스,1구간(40~80),5%,10000
730,현대카드Z family,현대카드,생활,주유소,SK에너지,1구간(40~80),5%,10000
730,현대카드Z family,현대카드,생활,주유소,현대오일뱅크,1구간(40~80),5%,10000
730,현대카드Z family,현대카드,생활,주유소,S-OIL,1구간(40~80),5%,10000
730,현대카드Z family,현대카드,생활,주유소,GS칼텍스,2구간(80~),5%,13000
730,현대카드Z family,현대카드,생활,주유소,SK에너지,2구간(80~),5%,13000
730,현대카드Z family,현대카드,생활,주유소,현대오일뱅크,2구간(80~),5%,13000
730,현대카드Z family,현대카드,생활,주유소,S-OIL,2구간(80~),5%,13000
730,현대카드Z family,현대카드,온라인,통신,SKT,1구간(40~80),7%,5000
730,현대카드Z family,현대카드,온라인,통신,KT,1구간(40~80),7%,5000
730,현대카드Z family,현대카드,온라인,통신,LGU+,1구간(40~80),7%,5000
730,현대카드Z family,현대카드,온라인,통신,SKT,2구간(80~),7%,8000
730,현대카드Z family,현대카드,온라인,통신,KT,2구간(80~),7%,8000
730,현대카드Z family,현대카드,온라인,통신,LGU+,2구간(80~),7%,8000
730,현대카드Z family,현대카드,온라인,공과금,관리비,1구간(40~80),7%,5000
730,현대카드Z family,현대카드,온라인,공과금,도시가스,1구간(40~80),7%,5000
730,현대카드Z family,현대카드,온라인,공과금,관리비,2구간(80~),7%,8000
730,현대카드Z family,현대카드,온라인,공과금,도시가스,2구간(80~),7%,8000
657,taptap DIGITAL,삼성카드,온라인,간편결제,삼성페이,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,네이버페이,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,카카오페이,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,PAYCO,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,스마일페이,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,COUPAY,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,SSGPAY,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,L.PAY,1구간(30~60),5%,10000
657,taptap DIGITAL,삼성카드,온라인,간편결제,삼성페이,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,네이버페이,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,카카오페이,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,PAYCO,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,스마일페이,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,COUPAY,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,SSGPAY,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,L.PAY,2구간(60~90),5%,15000
657,taptap DIGITAL,삼성카드,온라인,간편결제,삼성페이,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,간편결제,네이버페이,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,간편결제,카카오페이,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,간편결제,PAYCO,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,간편결제,스마일페이,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,간편결제,COUPAY,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,간편결제,SSGPAY,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,간편결제,L.PAY,3구간(90~),5%,20000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,넷플릭스,1구간(30~60),50%,5000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,웨이브,1구간(30~60),50%,5000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,티빙,1구간(30~60),50%,5000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,왓챠,1구간(30~60),50%,5000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,멜론,1구간(30~60),50%,5000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,FLO,1구간(30~60),50%,5000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,넷플릭스,2구간(60~90),50%,7000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,웨이브,2구간(60~90),50%,7000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,티빙,2구간(60~90),50%,7000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,왓챠,2구간(60~90),50%,7000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,멜론,2구간(60~90),50%,7000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,FLO,2구간(60~90),50%,7000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,넷플릭스,3구간(90~),50%,10000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,웨이브,3구간(90~),50%,10000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,티빙,3구간(90~),50%,10000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,왓챠,3구간(90~),50%,10000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,멜론,3구간(90~),50%,10000
657,taptap DIGITAL,삼성카드,온라인,스트리밍,FLO,3구간(90~),50%,10000
657,taptap DIGITAL,삼성카드,편의점,편의점,CU,1구간(30~),10%,5000
657,taptap DIGITAL,삼성카드,편의점,편의점,GS25,1구간(30~),10%,5000
657,taptap DIGITAL,삼성카드,편의점,편의점,세븐일레븐,1구간(30~),10%,5000
657,taptap DIGITAL,삼성카드,편의점,편의점,미니스톱,1구간(30~),10%,5000
657,taptap DIGITAL,삼성카드,편의점,편의점,이마트24,1구간(30~),10%,5000
657,taptap DIGITAL,삼성카드,쇼핑,뷰티,올리브영,1구간(30~),10%,5000
657,taptap DIGITAL,삼성카드,쇼핑,뷰티,롭스,1구간(30~),10%,5000
657,taptap DIGITAL,삼성카드,쇼핑,뷰티,랄라블라,1구간(30~),10%,5000
115,굿데이올림카드,KB국민카드,생활,주유소,,1구간(30~60),3%,6000
115,굿데이올림카드,KB국민카드,생활,주유소,,2구간(60~120),3%,12000
115,굿데이올림카드,KB국민카드,생활,주유소,,3구간(120~),3%,12000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,이마트,1구간(30~60),10%,3000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,홈플러스,1구간(30~60),10%,3000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,롯데마트,1구간(30~60),10%,3000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,이마트,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,홈플러스,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,롯데마트,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,이마트,3구간(120~),10%,10000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,홈플러스,3구간(120~),10%,10000
115,굿데이올림카드,KB국민카드,쇼핑,대형마트,롯데마트,3구간(120~),10%,10000
115,굿데이올림카드,KB국민카드,온라인,통신,SKT,1구간(30~60),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,KT,1구간(30~60),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,LGU+,1구간(30~60),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,SKT,2구간(60~120),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,KT,2구간(60~120),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,LGU+,2구간(60~120),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,SKT,3구간(120~),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,KT,3구간(120~),10%,3000
115,굿데이올림카드,KB국민카드,온라인,통신,LGU+,3구간(120~),10%,3000
115,굿데이올림카드,KB국민카드,온라인,교통,버스,1구간(30~60),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,지하철,1구간(30~60),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,택시,1구간(30~60),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,버스,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,지하철,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,택시,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,버스,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,지하철,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,온라인,교통,택시,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,식비,일반음식점,일반음식점,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,식비,휴게음식점,휴게음식점,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,식비,패밀리레스토랑,패밀리레스토랑,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,식비,일반음식점,일반음식점,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,식비,휴게음식점,휴게음식점,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,식비,패밀리레스토랑,패밀리레스토랑,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,편의점,편의점,,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,편의점,편의점,,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,생활,약국,,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,생활,약국,,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,카페/간식,카페,,2구간(60~120),10%,5000
115,굿데이올림카드,KB국민카드,카페/간식,카페,,3구간(120~),10%,5000
115,굿데이올림카드,KB국민카드,여가,헬스장,헬스장,3구간(120~),10%,30000
10,신한카드 B.Big(삑),신한카드,온라인,교통,버스,1구간(30~50),10%,6000
10,신한카드 B.Big(삑),신한카드,온라인,교통,지하철,1구간(30~50),10%,6000
10,신한카드 B.Big(삑),신한카드,온라인,교통,버스,2구간(50~100),10%,8000
10,신한카드 B.Big(삑),신한카드,온라인,교통,지하철,2구간(50~100),10%,8000
10,신한카드 B.Big(삑),신한카드,온라인,교통,버스,3구간(100~),10%,10000
10,신한카드 B.Big(삑),신한카드,온라인,교통,지하철,3구간(100~),10%,10000
10,신한카드 B.Big(삑),신한카드,온라인,교통,택시,1구간(30~50),10%,5000
10,신한카드 B.Big(삑),신한카드,온라인,교통,KTX,1구간(30~50),10%,5000
10,신한카드 B.Big(삑),신한카드,온라인,교통,택시,2구간(50~100),10%,8000
10,신한카드 B.Big(삑),신한카드,온라인,교통,KTX,2구간(50~100),10%,8000
10,신한카드 B.Big(삑),신한카드,온라인,교통,택시,3구간(100~150),10%,12000
10,신한카드 B.Big(삑),신한카드,온라인,교통,KTX,3구간(100~150),10%,12000
10,신한카드 B.Big(삑),신한카드,온라인,교통,택시,4구간(150~),10%,15000
10,신한카드 B.Big(삑),신한카드,온라인,교통,KTX,4구간(150~),10%,15000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,롯데백화점,1구간(30~50),5%,5000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,현대백화점,1구간(30~50),5%,5000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,신세계백화점,1구간(30~50),5%,5000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,갤러리아백화점,1구간(30~50),5%,5000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,롯데백화점,2구간(50~100),5%,12000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,현대백화점,2구간(50~100),5%,12000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,신세계백화점,2구간(50~100),5%,12000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,갤러리아백화점,2구간(50~100),5%,12000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,롯데백화점,3구간(100~150),5%,15000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,현대백화점,3구간(100~150),5%,15000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,신세계백화점,3구간(100~150),5%,15000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,갤러리아백화점,3구간(100~150),5%,15000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,롯데백화점,4구간(150~),5%,20000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,현대백화점,4구간(150~),5%,20000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,신세계백화점,4구간(150~),5%,20000
10,신한카드 B.Big(삑),신한카드,쇼핑,백화점,갤러리아백화점,4구간(150~),5%,20000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,스타벅스,1구간(30~50),10%,5000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,커피빈,1구간(30~50),10%,5000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,엔제리너스,1구간(30~50),10%,5000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,카페베네,1구간(30~50),10%,5000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,스타벅스,2구간(50~100),10%,12000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,커피빈,2구간(50~100),10%,12000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,엔제리너스,2구간(50~100),10%,12000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,카페베네,2구간(50~100),10%,12000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,스타벅스,3구간(100~150),10%,15000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,커피빈,3구간(100~150),10%,15000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,엔제리너스,3구간(100~150),10%,15000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,카페베네,3구간(100~150),10%,15000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,스타벅스,4구간(150~),10%,20000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,커피빈,4구간(150~),10%,20000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,엔제리너스,4구간(150~),10%,20000
10,신한카드 B.Big(삑),신한카드,카페/간식,카페,카페베네,4구간(150~),10%,20000
10,신한카드 B.Big(삑),신한카드,편의점,편의점,,1구간(30~50),5%,5000
10,신한카드 B.Big(삑),신한카드,편의점,편의점,,2구간(50~100),5%,12000
10,신한카드 B.Big(삑),신한카드,편의점,편의점,,3구간(100~150),5%,15000
10,신한카드 B.Big(삑),신한카드,편의점,편의점,,4구간(150~),5%,20000
10,신한카드 B.Big(삑),신한카드,온라인,통신,SKT,,5%,5000
10,신한카드 B.Big(삑),신한카드,온라인,통신,KT,,5%,5000
10,신한카드 B.Big(삑),신한카드,온라인,통신,LGU+,,5%,5000
10,신한카드 B.Big(삑),신한카드,온라인,통신,SKT,,5%,12000
10,신한카드 B.Big(삑),신한카드,온라인,통신,KT,,5%,12000
10,신한카드 B.Big(삑),신한카드,온라인,통신,LGU+,,5%,12000
10,신한카드 B.Big(삑),신한카드,온라인,통신,SKT,,5%,15000
10,신한카드 B.Big(삑),신한카드,온라인,통신,KT,,5%,15000
10,신한카드 B.Big(삑),신한카드,온라인,통신,LGU+,,5%,15000
10,신한카드 B.Big(삑),신한카드,온라인,통신,SKT,,5%,20000
10,신한카드 B.Big(삑),신한카드,온라인,통신,KT,,5%,20000
10,신한카드 B.Big(삑),신한카드,온라인,통신,LGU+,,5%,20000
10,신한카드 B.Big(삑),신한카드,여가,영화,CGV,,25%,4000
10,신한카드 B.Big(삑),신한카드,온라인,온라인,인터파크영화,,40%,6000
10,신한카드 B.Big(삑),신한카드,생활,공과금,전기요금,,5%,15000
39,신한카드 Deep Oil,신한카드,생활,주유소,GS칼텍스,1구간(30~70),10%,15000
39,신한카드 Deep Oil,신한카드,생활,주유소,SK에너지,1구간(30~70),10%,15000
39,신한카드 Deep Oil,신한카드,생활,주유소,현대오일뱅크,1구간(30~70),10%,15000
39,신한카드 Deep Oil,신한카드,생활,주유소,S-OIL,1구간(30~70),10%,15000
39,신한카드 Deep Oil,신한카드,생활,주유소,GS칼텍스,2구간(70~),10%,30000
39,신한카드 Deep Oil,신한카드,생활,주유소,SK에너지,2구간(70~),10%,30000
39,신한카드 Deep Oil,신한카드,생활,주유소,현대오일뱅크,2구간(70~),10%,30000
39,신한카드 Deep Oil,신한카드,생활,주유소,S-OIL,2구간(70~),10%,30000
39,신한카드 Deep Oil,신한카드,편의점,편의점,GS25,1구간(30~70),5%,15000
39,신한카드 Deep Oil,신한카드,편의점,편의점,CU,1구간(30~70),5%,15000
39,신한카드 Deep Oil,신한카드,편의점,편의점,GS25,2구간(70~),5%,30000
39,신한카드 Deep Oil,신한카드,편의점,편의점,CU,2구간(70~),5%,30000
39,신한카드 Deep Oil,신한카드,카페/간식,카페,스타벅스,1구간(30~70),5%,15000
39,신한카드 Deep Oil,신한카드,카페/간식,카페,이디야,1구간(30~70),5%,15000
39,신한카드 Deep Oil,신한카드,카페/간식,카페,스타벅스,2구간(70~),5%,30000
39,신한카드 Deep Oil,신한카드,카페/간식,카페,이디야,2구간(70~),5%,30000
39,신한카드 Deep Oil,신한카드,온라인,교통,택시,1구간(30~70),5%,15000
39,신한카드 Deep Oil,신한카드,온라인,교통,택시,2구간(70~),5%,30000
39,신한카드 Deep Oil,신한카드,여가,영화,롯데시네마,1구간(30~70),35%,5000
39,신한카드 Deep Oil,신한카드,여가,영화,롯데시네마,2구간(70~),35%,10000
2447,원더카드 LIVING,하나카드,온라인,공과금,관리비,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,온라인,공과금,전기요금,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,온라인,공과금,가스요금,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,온라인,공과금,관리비,2구간(80~120),10%,6000
2447,원더카드 LIVING,하나카드,온라인,공과금,전기요금,2구간(80~120),10%,6000
2447,원더카드 LIVING,하나카드,온라인,공과금,가스요금,2구간(80~120),10%,6000
2447,원더카드 LIVING,하나카드,온라인,공과금,관리비,3구간(120~),10%,10000
2447,원더카드 LIVING,하나카드,온라인,공과금,전기요금,3구간(120~),10%,10000
2447,원더카드 LIVING,하나카드,온라인,공과금,가스요금,3구간(120~),10%,10000
2447,원더카드 LIVING,하나카드,생활,병원,,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,생활,병원,,2구간(80~120),10%,6000
2447,원더카드 LIVING,하나카드,생활,병원,,3구간(120~),10%,10000
2447,원더카드 LIVING,하나카드,생활,약국,,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,생활,약국,,2구간(80~120),10%,6000
2447,원더카드 LIVING,하나카드,생활,약국,,3구간(120~),10%,10000
2447,원더카드 LIVING,하나카드,생활,주유소,SK에너지,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,생활,주유소,GS칼텍스,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,생활,주유소,S-OIL,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,생활,주유소,현대오일뱅크,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,생활,주유소,알뜰주유소,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,생활,주유소,SK에너지,2구간(80~120),10%,8000
2447,원더카드 LIVING,하나카드,생활,주유소,GS칼텍스,2구간(80~120),10%,8000
2447,원더카드 LIVING,하나카드,생활,주유소,S-OIL,2구간(80~120),10%,8000
2447,원더카드 LIVING,하나카드,생활,주유소,현대오일뱅크,2구간(80~120),10%,8000
2447,원더카드 LIVING,하나카드,생활,주유소,알뜰주유소,2구간(80~120),10%,8000
2447,원더카드 LIVING,하나카드,생활,주유소,SK에너지,3구간(120~),10%,12000
2447,원더카드 LIVING,하나카드,생활,주유소,GS칼텍스,3구간(120~),10%,12000
2447,원더카드 LIVING,하나카드,생활,주유소,S-OIL,3구간(120~),10%,12000
2447,원더카드 LIVING,하나카드,생활,주유소,현대오일뱅크,3구간(120~),10%,12000
2447,원더카드 LIVING,하나카드,생활,주유소,알뜰주유소,3구간(120~),10%,12000
2447,원더카드 LIVING,하나카드,온라인,교통,택시,1구간(40~80),10%,4000
2447,원더카드 LIVING,하나카드,온라인,교통,택시,2구간(80~120),10%,8000
2447,원더카드 LIVING,하나카드,온라인,교통,택시,3구간(120~),10%,12000
2447,원더카드 LIVING,하나카드,카페/간식,카페,스타벅스,1구간(40~80),10%,8000
2447,원더카드 LIVING,하나카드,카페/간식,카페,커피빈,1구간(40~80),10%,8000
2447,원더카드 LIVING,하나카드,카페/간식,카페,이디야,1구간(40~80),10%,8000
2447,원더카드 LIVING,하나카드,카페/간식,카페,폴바셋,1구간(40~80),10%,8000
2447,원더카드 LIVING,하나카드,카페/간식,카페,투썸플레이스,1구간(40~80),10%,8000
2447,원더카드 LIVING,하나카드,카페/간식,카페,블루보틀,1구간(40~80),10%,8000
2447,원더카드 LIVING,하나카드,카페/간식,카페,스타벅스,2구간(80~120),10%,12000
2447,원더카드 LIVING,하나카드,카페/간식,카페,커피빈,2구간(80~120),10%,12000
2447,원더카드 LIVING,하나카드,카페/간식,카페,이디야,2구간(80~120),10%,12000
2447,원더카드 LIVING,하나카드,카페/간식,카페,폴바셋,2구간(80~120),10%,12000
